"","species_code","scientific_name","common_name","tree_type","spp_value_assignment","species_rating","basic_price_sq_in","palm_trunk_cost_ft","replacement_cost","t_ar_sq_inches","species_region"
"14131","FRUH","Fraxinus uhdei","Evergreen ash","BDL","FRUH",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14132","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14133","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14134","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14135","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14136","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14137","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14138","FRVE","Fraxinus velutina","Velvet ash","BDM","FRVE",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14139","GEPA","Geijera parviflora","Wilga; australian willow","BES","BES OTHER",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14140","GEPA","Geijera parviflora","Wilga; australian willow","BES","BES OTHER",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14141","GEPA","Geijera parviflora","Australian willow","BES","BES OTHER",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14142","GEPA","Geijera parviflora","Wilga; australian willow","BES","BES OTHER",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14143","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14144","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14145","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14146","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14147","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14148","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14149","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14150","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14151","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14152","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14153","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14154","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14155","GLTR","Gleditsia triacanthos","Honeylocust","BDL","BDL OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14156","GRRO","Grevillea robusta","Silk oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14157","GRRO","Grevillea robusta","Silk oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14158","GRRO","Grevillea robusta","Silk oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14159","GRRO","Grevillea robusta","Silk oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14160","GRRO","Grevillea robusta","Silk oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14161","GRRO","Grevillea robusta","Silky-oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14162","GRRO","Grevillea robusta","Silk oak","BEL","BEL OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14163","JAMI","Jacaranda mimosifolia","Jacaranda","BDM","BDM OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14164","JAMI","Jacaranda mimosifolia","Jacaranda","BDM","BDM OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14165","JAMI","Jacaranda mimosifolia","Jacaranda","BDM","BDM OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14166","JAMI","Jacaranda mimosifolia","Jacaranda","BDM","BDM OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14167","JAMI","Jacaranda mimosifolia","Jacaranda","BDM","BDM OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14168","JAMI","Jacaranda mimosifolia","Jacaranda","BDM","BDM OTHER",30,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14169","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14170","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14171","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14172","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14173","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14174","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14175","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14176","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14177","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14178","JU","Juniperus  species","Juniper","CES","CES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14179","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14180","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14181","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14182","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14183","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14184","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14185","LAIN","Lagerstroemia indica","Crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14186","LAIN","Lagerstroemia indica","Common crapemyrtle","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14187","LILU","Ligustrum lucidum","Chinese privet","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14188","LILU","Ligustrum lucidum","Chinese privet","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14189","LILU","Ligustrum lucidum","Chinese privet","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14190","LILU","Ligustrum lucidum","Glossy privet","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14191","LILU","Ligustrum lucidum","Chinese privet","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14192","LILU","Ligustrum lucidum","Chinese privet","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14193","LYMI","Lysiloma microphyllum","Feather bush","BES","PRCH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14194","MATI","Machaerium tipu","Tipa","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14195","MATI","Machaerium tipu","Tipa","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14196","MATI","Machaerium tipu","Tipa","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14197","MATI","Machaerium tipu","Tipa","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14198","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14199","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14200","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14201","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14202","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14203","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14204","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14205","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14206","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14207","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14208","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14209","MAGR","Magnolia grandiflora","Magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14210","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14211","MAGR","Magnolia grandiflora","Southern magnolia","BEM","BEM OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14212","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14213","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14214","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14215","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14216","MA2","Malus  species","Crabapple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14217","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14218","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14219","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14220","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14221","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14222","MA2","Malus  species","Crabapple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14223","MA2","Malus  species","Apple","BDS","BDS OTHER",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14224","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14225","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14226","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14227","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14228","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14229","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14230","MEAZ","Melia azedarach","Pride-of-India","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14231","MEAZ","Melia azedarach","Chinaberry","BDM","BDM OTHER",50,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14232","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14233","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14234","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14235","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14236","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14237","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14238","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14239","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14240","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14241","MOAL","Morus alba","White mulberry","BDM","MOAL",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14242","MYCO","Myrtus communis","Myrtle","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14243","MYCO","Myrtus communis","Myrtle","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14244","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14245","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14246","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14247","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14248","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14249","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14250","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14251","NEOL","Nerium oleander","Oleander","BES","BES OTHER",10,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14252","OLEU","Olea europaea","Olive","BES","OLEU",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14253","OLEU","Olea europaea","Olive","BES","OLEU",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14254","OLEU","Olea europaea","Olive","BES","OLEU",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14255","OLEU","Olea europaea","Olive","BES","OLEU",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14256","OLEU","Olea europaea","Olive","BES","OLEU",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14257","OLEU","Olea europaea","Olive","BES","OLEU",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14258","OLTE","Olneya tesota","Tesota","BES","BES OTHER",90,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14259","OTHER","Other","Other","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14260","OTHER","Other","OTHER","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14261","OTHER","Other","Other","BES","BES OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14262","PAAC","Parkinsonia aculeata","Jerusalem thorn","BDM","PAAC",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14263","PAAC","Parkinsonia aculeata","Jerusalem thorn","BDM","PAAC",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14264","PAAC","Parkinsonia aculeata","Jerusalem thorn","BDM","PAAC",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14265","PAAC","Parkinsonia aculeata","Jerusalem thorn","BDM","PAAC",50,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14266","PHCA","Phoenix canariensis","Canary Island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14267","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14268","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14269","PHCA","Phoenix canariensis","Canary Island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14270","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14271","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14272","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14273","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14274","PHCA","Phoenix canariensis","Canary Island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14275","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14276","PHCA","Phoenix canariensis","Canary Island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14277","PHCA","Phoenix canariensis","Canary island date palm","PEL","PHCA",90,0,143,3995,15,"SWDsrtGDL"
"14278","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14279","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14280","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14281","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14282","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14283","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14284","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14285","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14286","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14287","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14288","PHDA4","Phoenix dactylifera","Date palm","PEM","PHDA4",90,0,133,1345,15,"SWDsrtGDL"
"14289","PIBR2","Pinus brutia","Turkish pine","CEM","PIBR2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14290","PIBR2","Pinus brutia","Turkish pine","CEM","PIBR2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14291","PIBR2","Pinus brutia","Turkish pine; east mediterranean pine","CEM","PIBR2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14292","PIBR2","Pinus brutia","Turkish pine","CEM","PIBR2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14293","PIBR2","Pinus brutia","Turkish pine; east mediterranean pine","CEM","PIBR2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14294","PIBR2","Pinus brutia","Turkish pine; east mediterranean pine","CEM","PIBR2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14295","PICA","Pinus canariensis","Canary island pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14296","PICA","Pinus canariensis","Canary island pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14297","PICA","Pinus canariensis","Canary Island pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14298","PICA","Pinus canariensis","Canary island pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14299","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14300","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14301","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14302","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14303","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14304","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14305","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14306","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14307","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14308","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14309","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14310","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14311","PICO5","Pinus contorta 'bolanderi'","Bolander beach pine","CES","PICO5",70,382.1703125,0,275,0.200000152587891,"SWDsrtGDL"
"14312","PIEL2","Pinus eldarica","Afghan pine","CEL","PIEL2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14313","PIEL2","Pinus eldarica","Slash pine","CEL","PIEL2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14314","PIEL2","Pinus eldarica","Afghan pine","CEL","PIEL2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14315","PIEL2","Pinus eldarica","Afghan pine","CEL","PIEL2",90,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14316","PIHA","Pinus halepensis","Aleppo pine","CEL","PIHA",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14317","PIHA","Pinus halepensis","Aleppo pine","CEL","PIHA",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14318","PIHA","Pinus halepensis","Aleppo pine","CEL","PIHA",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14319","PIHA","Pinus halepensis","Aleppo pine","CEL","PIHA",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14320","PIRO","Pinus roxburghii","Chir pine","CEL","CEL OTHER",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14321","PIRO","Pinus roxburghii","Chir pine","CEL","CEL OTHER",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14322","PIRO","Pinus roxburghii","Chir pine","CEL","CEL OTHER",70,95.540078125,0,275,0.785000610351563,"SWDsrtGDL"
"14323","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14324","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14325","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14326","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14327","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14328","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14329","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14330","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14331","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14332","PI2","Pinus  species","Pine","CEL","CEL OTHER",70,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14333","PICH","Pistacia chinensis","Chinese pistache","BDM","PICH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14334","PICH","Pistacia chinensis","Chinese pistache","BDM","PICH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14335","PICH","Pistacia chinensis","Chinese pistache","BDM","PICH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14336","PICH","Pistacia chinensis","Chinese pistache","BDM","PICH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14337","PICH","Pistacia chinensis","Chinese pistache","BDM","PICH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
"14338","PICH","Pistacia chinensis","Chinese pistache","BDM","PICH",90,169.85015625,0,275,0.440000305175781,"SWDsrtGDL"
