"","species_code","species_region","dbh_range","benefit_value","benefit","unit"
"23012","CICA","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23013","FREX_H","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23014","FRHO","InlValMOD",114.3,156.5,"co2 sequestered","kgs"
"23015","FRAN_R","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23016","FRPE_M","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23017","FRVE_G","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23018","GIBI","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23019","GLTR","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23020","KOPA","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23021","LAIN","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23022","LIST","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23023","MAGR","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23024","PHCA","InlValMOD",114.3,0.1,"co2 sequestered","kgs"
"23025","PHDA4","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23026","PIBR2","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23027","PICH","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23028","PICO5","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23029","PIRA","InlValMOD",114.3,299,"co2 sequestered","kgs"
"23030","PITH","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23031","PLAC","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23032","PYCA_B","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23033","PYKA","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23034","QUIL2","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23035","WARO","InlValMOD",114.3,6.8,"co2 sequestered","kgs"
"23036","ZESE","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23037","BDL OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23038","BDM OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23039","BDS OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23040","BEL OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23041","BEM OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23042","BES OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23043","CEL OTHER","InlValMOD",114.3,299,"co2 sequestered","kgs"
"23044","CEM OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23045","CES OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23046","PEL OTHER","InlValMOD",114.3,0.1,"co2 sequestered","kgs"
"23047","PEM OTHER","InlValMOD",114.3,0,"co2 sequestered","kgs"
"23048","PES OTHER","InlValMOD",114.3,6.8,"co2 sequestered","kgs"
"23049","ACSA1","InlValMOD",114.3,13008.6,"co2 storage","kgs"
"23050","BEPE","InlValMOD",114.3,843,"co2 storage","kgs"
"23051","CESI4","InlValMOD",114.3,6032.9,"co2 storage","kgs"
"23052","CICA","InlValMOD",114.3,10259.5,"co2 storage","kgs"
"23053","FREX_H","InlValMOD",114.3,1214.5,"co2 storage","kgs"
"23054","FRHO","InlValMOD",114.3,11218.2,"co2 storage","kgs"
"23055","FRAN_R","InlValMOD",114.3,2973.2,"co2 storage","kgs"
"23056","FRPE_M","InlValMOD",114.3,639.8,"co2 storage","kgs"
"23057","FRVE_G","InlValMOD",114.3,3687.6,"co2 storage","kgs"
"23058","GIBI","InlValMOD",114.3,3583,"co2 storage","kgs"
"23059","GLTR","InlValMOD",114.3,13751.5,"co2 storage","kgs"
"23060","KOPA","InlValMOD",114.3,3690.1,"co2 storage","kgs"
"23061","LAIN","InlValMOD",114.3,140.5,"co2 storage","kgs"
"23062","LIST","InlValMOD",114.3,7993.7,"co2 storage","kgs"
"23063","MAGR","InlValMOD",114.3,1860.4,"co2 storage","kgs"
"23064","PHCA","InlValMOD",114.3,369.8,"co2 storage","kgs"
"23065","PHDA4","InlValMOD",114.3,424.7,"co2 storage","kgs"
"23066","PIBR2","InlValMOD",114.3,1171.3,"co2 storage","kgs"
"23067","PICH","InlValMOD",114.3,1734.9,"co2 storage","kgs"
"23068","PICO5","InlValMOD",114.3,499.9,"co2 storage","kgs"
"23069","PIRA","InlValMOD",114.3,8632.8,"co2 storage","kgs"
"23070","PITH","InlValMOD",114.3,5.3,"co2 storage","kgs"
"23071","PLAC","InlValMOD",114.3,4064.1,"co2 storage","kgs"
"23072","PYCA_B","InlValMOD",114.3,1797.4,"co2 storage","kgs"
"23073","PYKA","InlValMOD",114.3,2250.6,"co2 storage","kgs"
"23074","QUIL2","InlValMOD",114.3,13409.2,"co2 storage","kgs"
"23075","WARO","InlValMOD",114.3,563.5,"co2 storage","kgs"
"23076","ZESE","InlValMOD",114.3,5932.5,"co2 storage","kgs"
"23077","BDL OTHER","InlValMOD",114.3,6032.9,"co2 storage","kgs"
"23078","BDM OTHER","InlValMOD",114.3,1797.4,"co2 storage","kgs"
"23079","BDS OTHER","InlValMOD",114.3,140.5,"co2 storage","kgs"
"23080","BEL OTHER","InlValMOD",114.3,13409.2,"co2 storage","kgs"
"23081","BEM OTHER","InlValMOD",114.3,10259.5,"co2 storage","kgs"
"23082","BES OTHER","InlValMOD",114.3,2250.6,"co2 storage","kgs"
"23083","CEL OTHER","InlValMOD",114.3,8632.8,"co2 storage","kgs"
"23084","CEM OTHER","InlValMOD",114.3,1171.3,"co2 storage","kgs"
"23085","CES OTHER","InlValMOD",114.3,499.9,"co2 storage","kgs"
"23086","PEL OTHER","InlValMOD",114.3,369.8,"co2 storage","kgs"
"23087","PEM OTHER","InlValMOD",114.3,424.7,"co2 storage","kgs"
"23088","PES OTHER","InlValMOD",114.3,563.5,"co2 storage","kgs"
"23089","ACSA1","InlValMOD",114.3,442.3,"electricity","kwh"
"23090","BEPE","InlValMOD",114.3,114.8,"electricity","kwh"
"23091","CESI4","InlValMOD",114.3,455.3,"electricity","kwh"
"23092","CICA","InlValMOD",114.3,400.3,"electricity","kwh"
"23093","FREX_H","InlValMOD",114.3,218.2,"electricity","kwh"
"23094","FRHO","InlValMOD",114.3,334.5,"electricity","kwh"
"23095","FRAN_R","InlValMOD",114.3,222.5,"electricity","kwh"
"23096","FRPE_M","InlValMOD",114.3,192.7,"electricity","kwh"
"23097","FRVE_G","InlValMOD",114.3,274.6,"electricity","kwh"
"23098","GIBI","InlValMOD",114.3,189.9,"electricity","kwh"
"23099","GLTR","InlValMOD",114.3,537.1,"electricity","kwh"
"23100","KOPA","InlValMOD",114.3,203.8,"electricity","kwh"
"23101","LAIN","InlValMOD",114.3,41.6,"electricity","kwh"
"23102","LIST","InlValMOD",114.3,343.1,"electricity","kwh"
"23103","MAGR","InlValMOD",114.3,159,"electricity","kwh"
"23104","PHCA","InlValMOD",114.3,179.8,"electricity","kwh"
"23105","PHDA4","InlValMOD",114.3,45.5,"electricity","kwh"
"23106","PIBR2","InlValMOD",114.3,122.7,"electricity","kwh"
"23107","PICH","InlValMOD",114.3,291.6,"electricity","kwh"
"23108","PICO5","InlValMOD",114.3,88,"electricity","kwh"
"23109","PIRA","InlValMOD",114.3,427.5,"electricity","kwh"
"23110","PITH","InlValMOD",114.3,124.9,"electricity","kwh"
"23111","PLAC","InlValMOD",114.3,312.2,"electricity","kwh"
"23112","PYCA_B","InlValMOD",114.3,226.9,"electricity","kwh"
"23113","PYKA","InlValMOD",114.3,230.1,"electricity","kwh"
"23114","QUIL2","InlValMOD",114.3,389.2,"electricity","kwh"
"23115","WARO","InlValMOD",114.3,26.3,"electricity","kwh"
"23116","ZESE","InlValMOD",114.3,329,"electricity","kwh"
"23117","BDL OTHER","InlValMOD",114.3,455.3,"electricity","kwh"
"23118","BDM OTHER","InlValMOD",114.3,226.9,"electricity","kwh"
"23119","BDS OTHER","InlValMOD",114.3,41.6,"electricity","kwh"
"23120","BEL OTHER","InlValMOD",114.3,389.2,"electricity","kwh"
"23121","BEM OTHER","InlValMOD",114.3,400.3,"electricity","kwh"
"23122","BES OTHER","InlValMOD",114.3,230.1,"electricity","kwh"
"23123","CEL OTHER","InlValMOD",114.3,427.5,"electricity","kwh"
"23124","CEM OTHER","InlValMOD",114.3,122.7,"electricity","kwh"
"23125","CES OTHER","InlValMOD",114.3,88,"electricity","kwh"
"23126","PEL OTHER","InlValMOD",114.3,179.8,"electricity","kwh"
"23127","PEM OTHER","InlValMOD",114.3,45.5,"electricity","kwh"
"23128","PES OTHER","InlValMOD",114.3,26.3,"electricity","kwh"
"23129","ACSA1","InlValMOD",114.3,9.12,"hydro interception","m^3"
"23130","BEPE","InlValMOD",114.3,1.5,"hydro interception","m^3"
"23131","CESI4","InlValMOD",114.3,10.27,"hydro interception","m^3"
"23132","CICA","InlValMOD",114.3,34.34,"hydro interception","m^3"
"23133","FREX_H","InlValMOD",114.3,3.9,"hydro interception","m^3"
"23134","FRHO","InlValMOD",114.3,6.81,"hydro interception","m^3"
"23135","FRAN_R","InlValMOD",114.3,3.79,"hydro interception","m^3"
"23136","FRPE_M","InlValMOD",114.3,3.08,"hydro interception","m^3"
"23137","FRVE_G","InlValMOD",114.3,4.89,"hydro interception","m^3"
"23138","GIBI","InlValMOD",114.3,3.3,"hydro interception","m^3"
"23139","GLTR","InlValMOD",114.3,10.84,"hydro interception","m^3"
"23140","KOPA","InlValMOD",114.3,3.72,"hydro interception","m^3"
"23141","LAIN","InlValMOD",114.3,0.73,"hydro interception","m^3"
"23142","LIST","InlValMOD",114.3,6.43,"hydro interception","m^3"
"23143","MAGR","InlValMOD",114.3,6.17,"hydro interception","m^3"
"23144","PHCA","InlValMOD",114.3,3.63,"hydro interception","m^3"
"23145","PHDA4","InlValMOD",114.3,2.09,"hydro interception","m^3"
"23146","PIBR2","InlValMOD",114.3,5.76,"hydro interception","m^3"
"23147","PICH","InlValMOD",114.3,5.47,"hydro interception","m^3"
"23148","PICO5","InlValMOD",114.3,3.81,"hydro interception","m^3"
"23149","PIRA","InlValMOD",114.3,17.36,"hydro interception","m^3"
"23150","PITH","InlValMOD",114.3,3.29,"hydro interception","m^3"
"23151","PLAC","InlValMOD",114.3,7.91,"hydro interception","m^3"
"23152","PYCA_B","InlValMOD",114.3,4.81,"hydro interception","m^3"
"23153","PYKA","InlValMOD",114.3,8.76,"hydro interception","m^3"
"23154","QUIL2","InlValMOD",114.3,22.7,"hydro interception","m^3"
"23155","WARO","InlValMOD",114.3,1.21,"hydro interception","m^3"
"23156","ZESE","InlValMOD",114.3,9.61,"hydro interception","m^3"
"23157","BDL OTHER","InlValMOD",114.3,10.27,"hydro interception","m^3"
"23158","BDM OTHER","InlValMOD",114.3,4.81,"hydro interception","m^3"
"23159","BDS OTHER","InlValMOD",114.3,0.73,"hydro interception","m^3"
"23160","BEL OTHER","InlValMOD",114.3,22.7,"hydro interception","m^3"
"23161","BEM OTHER","InlValMOD",114.3,34.34,"hydro interception","m^3"
"23162","BES OTHER","InlValMOD",114.3,8.76,"hydro interception","m^3"
"23163","CEL OTHER","InlValMOD",114.3,17.36,"hydro interception","m^3"
"23164","CEM OTHER","InlValMOD",114.3,5.76,"hydro interception","m^3"
"23165","CES OTHER","InlValMOD",114.3,3.81,"hydro interception","m^3"
"23166","PEL OTHER","InlValMOD",114.3,3.63,"hydro interception","m^3"
"23167","PEM OTHER","InlValMOD",114.3,2.09,"hydro interception","m^3"
"23168","PES OTHER","InlValMOD",114.3,1.21,"hydro interception","m^3"
"23169","ACSA1","InlValMOD",114.3,-13.2,"natural gas","kbtus"
"23170","BEPE","InlValMOD",114.3,-92.2,"natural gas","kbtus"
"23171","CESI4","InlValMOD",114.3,151.9,"natural gas","kbtus"
"23172","CICA","InlValMOD",114.3,-74.5,"natural gas","kbtus"
"23173","FREX_H","InlValMOD",114.3,-60.7,"natural gas","kbtus"
"23174","FRHO","InlValMOD",114.3,305.6,"natural gas","kbtus"
"23175","FRAN_R","InlValMOD",114.3,230.7,"natural gas","kbtus"
"23176","FRPE_M","InlValMOD",114.3,189.4,"natural gas","kbtus"
"23177","FRVE_G","InlValMOD",114.3,238.5,"natural gas","kbtus"
"23178","GIBI","InlValMOD",114.3,196,"natural gas","kbtus"
"23179","GLTR","InlValMOD",114.3,213.5,"natural gas","kbtus"
"23180","KOPA","InlValMOD",114.3,251.8,"natural gas","kbtus"
"23181","LAIN","InlValMOD",114.3,7,"natural gas","kbtus"
"23182","LIST","InlValMOD",114.3,64.9,"natural gas","kbtus"
"23183","MAGR","InlValMOD",114.3,136.6,"natural gas","kbtus"
"23184","PHCA","InlValMOD",114.3,221.7,"natural gas","kbtus"
"23185","PHDA4","InlValMOD",114.3,59.9,"natural gas","kbtus"
"23186","PIBR2","InlValMOD",114.3,-44.2,"natural gas","kbtus"
"23187","PICH","InlValMOD",114.3,27.1,"natural gas","kbtus"
"23188","PICO5","InlValMOD",114.3,79.5,"natural gas","kbtus"
"23189","PIRA","InlValMOD",114.3,330.1,"natural gas","kbtus"
"23190","PITH","InlValMOD",114.3,-19,"natural gas","kbtus"
"23191","PLAC","InlValMOD",114.3,237.5,"natural gas","kbtus"
"23192","PYCA_B","InlValMOD",114.3,216.1,"natural gas","kbtus"
"23193","PYKA","InlValMOD",114.3,48,"natural gas","kbtus"
"23194","QUIL2","InlValMOD",114.3,18.1,"natural gas","kbtus"
"23195","WARO","InlValMOD",114.3,55,"natural gas","kbtus"
"23196","ZESE","InlValMOD",114.3,-369.5,"natural gas","kbtus"
"23197","BDL OTHER","InlValMOD",114.3,151.9,"natural gas","kbtus"
